,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
143563,72060,Gina Lckenkemper,F,19.0,170.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
143589,72072,Grace Luczak,F,27.0,191.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,
143614,72084,Kristina Ludkov-Gavnholt,F,27.0,177.0,73.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,
143645,72103,Laura Ludwig,F,30.0,181.0,70.0,Germany-1,GER,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold
143693,72126,Yasmany Daniel Lugo Cabrera,M,26.0,190.0,98.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
143694,72127,Augustine Lugonzo,M,24.0,183.0,86.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
143714,72139,Leila Luik,F,30.0,165.0,48.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
143715,72140,Liina Luik,F,30.0,164.0,48.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
143716,72141,Lily Luik,F,30.0,163.0,48.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
143740,72152,Vincent Luis,M,27.0,177.0,65.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,
143744,72156,"Willibrordus Adrianus Maria ""Joost"" Luiten",M,30.0,178.0,70.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,
143750,72160,Luiz Felipe Marques Fonteles,M,32.0,196.0,89.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
143761,72165,Tintu Luka,F,27.0,163.0,50.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,
143762,72165,Tintu Luka,F,27.0,163.0,50.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,
143769,72169,Megan Lukan,F,24.0,170.0,58.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
143781,72176,Yevgeny Vyacheslavovich Lukantsov,M,24.0,187.0,91.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",
143832,72196,Yekaterina Vladimirovna Lukichova-Smirnova,F,28.0,165.0,63.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",
143888,72229,Fernando Luna,M,26.0,189.0,97.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
144052,72292,Kristine Lunde-Borgersen,F,36.0,181.0,67.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
144133,72341,Adam Lundqvist,M,22.0,174.0,70.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
144193,72366,Ruslan Lunev,M,27.0,183.0,80.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",
144194,72366,Ruslan Lunev,M,27.0,183.0,80.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
144221,72381,Jamila Lunkuse,F,19.0,153.0,60.0,Uganda,UGA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
144225,72384,Anna Volodymyrivna Lunova (Yermakova-),F,24.0,176.0,60.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,
144252,72396,Luo Xiaoling,F,27.0,170.0,68.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,
144257,72399,Luo Ying,F,25.0,164.0,62.0,China-2,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,
144259,72401,Luo Yu,F,25.0,164.0,66.0,China-2,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,
144325,72425,Daniele Lupo,M,25.0,183.0,77.0,Italy-1,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
144342,72432,Nataliya Oleksivna Lupu,F,28.0,175.0,60.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,
144423,72475,Pascal Lussier,M,24.0,190.0,90.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,
144444,72486,Hrafnhildur Luthersdttir,F,25.0,178.0,65.0,Iceland,ISL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
144445,72486,Hrafnhildur Luthersdttir,F,25.0,178.0,65.0,Iceland,ISL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,
144539,72538,Luvsanlkhndeviin Otgonbayar,F,34.0,153.0,47.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
144568,72554,Lock Luypaert,M,24.0,181.0,78.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
144574,72558,Rafael Freire Luz,M,24.0,188.0,85.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
144612,72579,Nary Ly,F,44.0,160.0,55.0,Cambodia,CAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
144621,72584,Aleksandr Petrovich Lyakhovich,M,27.0,172.0,65.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,
144625,72586,Vadim Nikolayevich Lyalin,M,33.0,200.0,100.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,
144628,72588,Nikita Andreyevich Lyamin,M,30.0,203.0,90.0,Russia-2,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
144635,72591,Kirill Igorevich Lyapunov,M,30.0,180.0,81.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
144669,72606,Karina Lykhvar,F,17.0,170.0,53.0,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
144705,72625,Finn Lynch,M,20.0,182.0,82.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,
144735,72634,Rachael Lynch,F,30.0,179.0,68.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
144739,72637,Sinad Lynch (Jennings-),F,39.0,172.0,57.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,
144803,72670,Manuella Duarte Lyrio,F,27.0,163.0,57.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,
144804,72670,Manuella Duarte Lyrio,F,27.0,163.0,57.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
144805,72670,Manuella Duarte Lyrio,F,27.0,163.0,57.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
144815,72676,Anastasiya Serhivna Lysenko,F,20.0,176.0,101.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,
144896,72712,Hanna yczbiska,F,26.0,178.0,64.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",
144902,72717,Ma Duanbin,M,26.0,174.0,66.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,
144910,72722,Ma Huanhuan,F,26.0,178.0,66.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,
144914,72724,Ma Jianfei,M,32.0,186.0,78.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",
144915,72724,Ma Jianfei,M,32.0,186.0,78.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",
144918,72726,Ma Jin,F,28.0,167.0,58.0,China-2,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,
144931,72735,Ma Long,M,27.0,175.0,72.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Gold
144932,72735,Ma Long,M,27.0,175.0,72.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Gold
144933,72736,Ma Menglu,F,18.0,167.0,61.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,
144936,72739,Ma Qing,F,23.0,174.0,68.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
144937,72739,Ma Qing,F,23.0,174.0,68.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
144953,72749,Ma Xiaoxu,F,28.0,172.0,73.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
144974,72756,Ma Yingnan,F,32.0,158.0,52.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,
144999,72775,Mohamed Jilani Maaref,M,24.0,192.0,100.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
145085,72813,Hassan Mabrouk,M,34.0,190.0,100.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
145107,72830,Marko Macan,M,23.0,196.0,109.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
145114,72835,Veronika Macarol,F,29.0,178.0,68.0,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,
145253,72900,Marcos Antnio Costa Ferreira de Macedo,M,25.0,189.0,85.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,
145256,72902,Botjan Maek,M,44.0,174.0,118.0,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,
145266,72909,Eve Macfarlane,F,23.0,186.0,75.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,
145294,72925,Ral Csar Machacuay Huamn,M,33.0,165.0,57.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
145308,72931,Deiver Andrs Machado Mena,M,22.0,172.0,71.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
145312,72934,Juliana Jos Machado,F,21.0,175.0,60.0,Angola,ANG,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
145315,72936,Lus ngel Machado Cabrera,M,21.0,176.0,60.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,
145320,72939,Mala de Paula Machado,F,35.0,167.0,67.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,
145345,72951,Tsotne Machavariani,M,18.0,180.0,74.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",
145346,72951,Tsotne Machavariani,M,18.0,180.0,74.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",
145365,72962,Rui Machida,F,23.0,161.0,57.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
145440,73009,Jonas Maiulis,M,31.0,198.0,103.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
145567,73053,Sophie MacKenzie,F,24.0,172.0,57.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,
145587,73068,Leonora Mackinnon,F,22.0,180.0,80.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",
145649,73094,Brittany MacLean,F,22.0,172.0,70.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,
145650,73094,Brittany MacLean,F,22.0,172.0,70.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
145651,73094,Brittany MacLean,F,22.0,172.0,70.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,
145652,73094,Brittany MacLean,F,22.0,172.0,70.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
145670,73100,"Rosannagh ""Rosie"" MacLennan",F,27.0,158.0,54.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Women's Individual,Gold
145678,73104,Hannah Louise Macleod,F,32.0,172.0,67.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
145712,73126,Daniel Macovei,M,23.0,185.0,71.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
145761,73147,Milan Mavan,M,26.0,205.0,107.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
145769,73153,Natalia Madaj,F,28.0,175.0,68.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Gold
145792,73165,Viktria Madarsz,F,31.0,158.0,44.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
145816,73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,52.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
145817,73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,52.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
145905,73221,Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
145906,73221,Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
145907,73221,Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Gold
145934,73236,Marcos Madrid Mantilla,M,29.0,180.0,68.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,
145963,73250,Frederik Rodenberg Madsen,M,18.0,187.0,73.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
146010,73264,Mark Overgaard Madsen,M,31.0,177.0,80.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
146015,73267,Nanna Koerstz Madsen,F,21.0,171.0,67.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,
146035,73279,Jennifer Madu,F,21.0,168.0,65.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
146036,73279,Jennifer Madu,F,21.0,168.0,65.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
146037,73280,Kingsley Madu,M,20.0,171.0,79.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
146059,73294,Epp Me,F,24.0,169.0,76.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",
146093,73306,Juan Ignacio Maegli Agero,M,28.0,183.0,84.0,Guatemala,GUA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,
146098,73309,Roberto Maehler,M,31.0,183.0,82.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
146140,73333,Gabriel Jos Maestre Prez,M,29.0,177.0,69.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,
146144,73336,Mihaela Maevska,F,25.0,172.0,54.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
146211,73365,Lisandro Magllan,M,22.0,182.0,79.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
146222,73370,Nicholas Daryl Magaa Defago,M,20.0,198.0,90.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
146227,73375,Alicia Magaz Medrano,F,22.0,161.0,60.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
146231,73377,Panagiotis Magdanis,M,25.0,175.0,71.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,
146245,73385,Chloe Noelle Magee,F,27.0,165.0,61.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,
146246,73386,Eugene Magee,M,30.0,177.0,83.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
146253,73391,Ciara Mageean,F,24.0,170.0,55.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",
146254,73392,Jordan Mageo,F,19.0,172.0,68.0,American Samoa,ASA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
146266,73401,Marouen Maggaiz,M,33.0,192.0,110.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
146284,73412,Rasmus Mgi,M,24.0,187.0,77.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
146313,73427,Margherita Magnani,F,29.0,161.0,45.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",
146355,73445,Filippo Magnini,M,34.0,188.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
146372,73453,James Magnussen,M,25.0,198.0,94.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
146414,73475,Islam Kurbanovich Magomedov,M,25.0,182.0,98.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
146416,73477,Omargadzhi Abdulgadzhiyevich Magomedov,M,26.0,184.0,88.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
146442,73495,Leona Maguire,F,21.0,168.0,56.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,
146446,73499,Lindiwe Magwede,F,24.0,176.0,59.0,Zimbabwe,ZIM,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
146484,73509,Bachir Mahamat,M,19.0,186.0,59.0,Chad,CHA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,
146503,73522,Mehdi Mahdavi,M,32.0,190.0,92.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
146504,73523,Mahdi Kamel Sheltagh,M,21.0,164.0,60.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
146508,73525,Kentin Mah,M,25.0,186.0,83.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
146517,73528,"Benjamin Richard ""Ben"" Maher",M,33.0,183.0,68.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
146518,73528,"Benjamin Richard ""Ben"" Maher",M,33.0,183.0,68.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
146536,73537,Renjith Maheshwary,M,30.0,184.0,79.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
146537,73538,Nitya Krishinda Maheswari,F,27.0,168.0,65.0,Indonesia,INA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,
146549,73547,Joe Mahit,M,24.0,170.0,66.0,Vanuatu,VAN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,
146550,73548,Javad Mahjoub,M,25.0,186.0,100.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,
146581,73569,Haithem Mahmoud Ahmed Mahmoud Fahmy,M,24.0,154.0,59.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
146582,73570,Hassan Mohamed Mahmoud,M,32.0,,,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,
146603,73587,Shahram Mahmoudi,M,28.0,198.0,95.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
146623,73600,Travis Mahoney,M,26.0,190.0,81.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,
146624,73600,Travis Mahoney,M,26.0,190.0,81.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,
146677,73616,Nicolas Pierre Armand Mahut,M,34.0,190.0,80.0,France-1,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,
146678,73616,Nicolas Pierre Armand Mahut,M,34.0,190.0,80.0,France-2,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
146686,73624,Lucianne Barroncas Maia,F,28.0,169.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,
146728,73644,Jessica Sayonara Maier,F,21.0,167.0,50.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
146729,73645,Leonie Rebekka Maier,F,23.0,163.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
146763,73659,Maik Ferreira dos Santos,M,35.0,180.0,88.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
146770,73663,Augustin Maillefer,M,23.0,194.0,98.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,
146775,73667,Corey Charles Garth Main,M,21.0,188.0,85.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,
146776,73667,Corey Charles Garth Main,M,21.0,188.0,85.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,
146793,73680,"Leonardo Andrs ""Leo"" Mainoldi",M,31.0,204.0,106.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
146796,73683,Sandrine Mainville,F,24.0,173.0,65.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
146882,73726,Maureen Jelagat Maiyo,F,31.0,167.0,58.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,
146923,73737,Kacper Majchrzak,M,23.0,190.0,87.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,
146924,73737,Kacper Majchrzak,M,23.0,190.0,87.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
146925,73737,Kacper Majchrzak,M,23.0,190.0,87.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
146926,73737,Kacper Majchrzak,M,23.0,190.0,87.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
146934,73741,Duan Majdn,M,28.0,180.0,67.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
146962,73751,Christine Majerus,F,29.0,174.0,57.0,Luxembourg,LUX,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",
146963,73751,Christine Majerus,F,29.0,174.0,57.0,Luxembourg,LUX,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,
146977,73758,Tomasz Majewski,M,34.0,204.0,142.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,
146978,73759,Laxmirani Majhi,F,27.0,161.0,56.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
